id,geocodigo,codigo_comuna,p01,cuenta,prop,cuenta_emp,expansor,expansor2,theta,lambda
828022,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
828207,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
829271,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
831243,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
831362,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
831890,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
831955,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
832424,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
833281,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
836145,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
836507,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
838853,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
840016,13132011005,13132,2,54,0.0420233463035019,24,2.25,2.25,31.128295254833,0.778130299217767
616294,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
837194,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
832646,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
826362,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
825913,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
827206,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
827674,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
827709,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
828378,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
828436,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
828995,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
828996,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
830217,13132011006,13132,2,57,0.0556640625,24,2.375,2.375,32.8576449912127,0.738385673501168
